0.080837,0.097179,0.0,0.097406,0.0,0.119467,0.119701,warm_cpu_to_active_process,NONE
0.104222,0.118032,0.0,0.118314,0.0,0.135294,0.135821,warm_cpu_to_active_process,NONE
0.097076,0.119446,0.0,0.119684,0.0,0.136316,0.13661,warm_cpu_to_active_process,NONE
0.088202,0.11347,0.0,0.113787,0.0,0.130026,0.130206,warm_cpu_to_active_process,NONE
0.087311,0.107539,0.0,0.107777,0.0,0.126489,0.126685,warm_cpu_to_active_process,NONE
0.104369,0.114702,0.0,0.115086,0.0,0.135714,0.135981,warm_cpu_to_active_process,NONE
0.065141,0.081917,0.0,0.082367,0.0,0.094636,0.094832,warm_cpu_to_active_process,NONE
0.091446,0.104575,0.0,0.104855,0.0,0.124428,0.124615,warm_cpu_to_active_process,NONE
0.080316,0.097319,0.0,0.097617,0.0,0.113408,0.113657,warm_cpu_to_active_process,NONE
0.075974,0.090153,0.0,0.090476,0.0,0.101829,0.102074,warm_cpu_to_active_process,NONE
0.070833,0.085362,0.0,0.085589,0.0,0.095338,0.095509,warm_cpu_to_active_process,NONE
0.077496,0.091942,0.0,0.092148,0.0,0.106586,0.106795,warm_cpu_to_active_process,NONE
0.087882,0.105667,0.0,0.105894,0.0,0.129007,0.12921,warm_cpu_to_active_process,NONE
0.078603,0.096431,0.0,0.096847,0.0,0.117466,0.117664,warm_cpu_to_active_process,NONE
0.078704,0.092779,0.0,0.09303,0.0,0.115151,0.115325,warm_cpu_to_active_process,NONE
0.106088,0.124445,0.0,0.124872,0.0,0.141098,0.141329,warm_cpu_to_active_process,NONE
0.069695,0.08251,0.0,0.082837,0.0,0.09504,0.095283,warm_cpu_to_active_process,NONE
0.090706,0.104619,0.0,0.104954,0.0,0.119471,0.119637,warm_cpu_to_active_process,NONE
0.084565,0.106395,0.0,0.106845,0.0,0.126261,0.12644,warm_cpu_to_active_process,NONE
0.07637,0.095418,0.0,0.095712,0.0,0.114175,0.114383,warm_cpu_to_active_process,NONE
0.078648,0.08904,0.0,0.089349,0.0,0.099189,0.099351,warm_cpu_to_active_process,NONE
0.077764,0.099602,0.0,0.099934,0.0,0.110761,0.110959,warm_cpu_to_active_process,NONE
0.073754,0.088442,0.0,0.088696,0.0,0.10694,0.107131,warm_cpu_to_active_process,NONE
0.088356,0.101896,0.0,0.102138,0.0,0.123163,0.123375,warm_cpu_to_active_process,NONE
0.0898,0.107281,0.0,0.107717,0.0,0.120374,0.120561,warm_cpu_to_active_process,NONE
0.087096,0.103412,0.0,0.103736,0.0,0.11776,0.117951,warm_cpu_to_active_process,NONE
0.101584,0.115428,0.0,0.115823,0.0,0.132362,0.13253,warm_cpu_to_active_process,NONE
0.081417,0.098219,0.0,0.098492,0.0,0.12001,0.120164,warm_cpu_to_active_process,NONE
0.096204,0.115781,0.0,0.116024,0.0,0.138271,0.138466,warm_cpu_to_active_process,NONE
0.089662,0.102577,0.0,0.102821,0.0,0.117648,0.117875,warm_cpu_to_active_process,NONE
0.082022,0.098658,0.0,0.098972,0.0,0.117668,0.117828,warm_cpu_to_active_process,NONE
0.089475,0.101251,0.0,0.101499,0.0,0.115647,0.115848,warm_cpu_to_active_process,NONE
0.077098,0.093738,0.0,0.093965,0.0,0.107937,0.108156,warm_cpu_to_active_process,NONE
0.088146,0.097173,0.0,0.097492,0.0,0.115905,0.116077,warm_cpu_to_active_process,NONE
0.086145,0.100887,0.0,0.101211,0.0,0.113934,0.114137,warm_cpu_to_active_process,NONE
0.089703,0.112459,0.0,0.112781,0.0,0.132146,0.132358,warm_cpu_to_active_process,NONE
0.104949,0.128268,0.0,0.12865,0.0,0.149964,0.150133,warm_cpu_to_active_process,NONE
0.101445,0.119099,0.0,0.119371,0.0,0.13017,0.130328,warm_cpu_to_active_process,NONE
0.082778,0.102888,0.0,0.10321,0.0,0.116069,0.116268,warm_cpu_to_active_process,NONE
0.081391,0.103661,0.0,0.104015,0.0,0.125475,0.125711,warm_cpu_to_active_process,NONE
0.083568,0.099998,0.0,0.10024,0.0,0.117677,0.117888,warm_cpu_to_active_process,NONE
0.080887,0.096863,0.0,0.097109,0.0,0.117795,0.118017,warm_cpu_to_active_process,NONE
0.089189,0.111754,0.0,0.112049,0.0,0.124109,0.124304,warm_cpu_to_active_process,NONE
0.088749,0.096947,0.0,0.097273,0.0,0.110816,0.110968,warm_cpu_to_active_process,NONE
0.087898,0.114601,0.0,0.115037,0.0,0.12769,0.127881,warm_cpu_to_active_process,NONE
0.103584,0.117699,0.0,0.117927,0.0,0.137966,0.138149,warm_cpu_to_active_process,NONE
0.075201,0.087588,0.0,0.088037,0.0,0.106698,0.106864,warm_cpu_to_active_process,NONE
0.08299,0.095471,0.0,0.095703,0.0,0.117193,0.117378,warm_cpu_to_active_process,NONE
0.093399,0.111761,0.0,0.112009,0.0,0.130698,0.130888,warm_cpu_to_active_process,NONE
0.083138,0.101889,0.0,0.10222,0.0,0.128211,0.128539,warm_cpu_to_active_process,NONE
0.08712,0.107441,0.0,0.10783,0.0,0.131584,0.131759,warm_cpu_to_active_process,NONE
0.083164,0.098296,0.0,0.098543,0.0,0.115768,0.116014,warm_cpu_to_active_process,NONE
0.088228,0.099268,0.0,0.099638,0.0,0.120253,0.120405,warm_cpu_to_active_process,NONE
0.082891,0.099577,0.0,0.099827,0.0,0.122805,0.123001,warm_cpu_to_active_process,NONE
